epoch,lr,step,train_acc,train_loss,val_acc,val_auc,val_loss
0,,311,,,0.508400022983551,0.7872398495674133,1.1290040016174316
0,0.0010000000474974513,311,0.5036057829856873,5.401253700256348,,,
1,,623,,,0.5112000107765198,0.8067965507507324,0.30249398946762085
1,0.0010000000474974513,623,0.5120192170143127,0.5813345313072205,,,
2,,935,,,0.5835999846458435,0.8383619785308838,0.231087327003479
2,0.0010000000474974513,935,0.5119190812110901,0.29759159684181213,,,
3,,1247,,,0.5860000252723694,0.7985745668411255,0.25320887565612793
3,0.0010000000474974513,1247,0.5226362347602844,0.2915036976337433,,,
4,,1559,,,0.5248000025749207,0.817943811416626,0.30936399102211
4,0.0010000000474974513,1559,0.5135216116905212,0.3134693205356598,,,
5,,1871,,,0.5235999822616577,0.7678024172782898,0.3432539403438568
5,0.0010000000474974513,1871,0.5305488705635071,0.34607791900634766,,,
6,,2183,,,0.5587999820709229,0.7189028263092041,0.35942190885543823
6,0.0010000000474974513,2183,0.5083132982254028,0.40590161085128784,,,
7,,2495,,,0.6416000127792358,0.827019989490509,0.21296171844005585
7,0.0005000000237487257,2495,0.5564903616905212,0.2699597477912903,,,
8,,2807,,,0.6299999952316284,0.7940347194671631,0.22549813985824585
8,0.0005000000237487257,2807,0.539963960647583,0.2650343179702759,,,
9,,3119,,,0.6176000237464905,0.8108615875244141,0.23733848333358765
9,0.0005000000237487257,3119,0.5514823794364929,0.2712629437446594,,,
10,,3431,,,0.6104000210762024,0.7884758710861206,0.23326975107192993
10,0.0005000000237487257,3431,0.5375601053237915,0.27910593152046204,,,
11,,3743,,,0.5759999752044678,0.8086808919906616,0.2573453485965729
11,0.0005000000237487257,3743,0.5361578464508057,0.2830680310726166,,,
12,,4055,,,0.6620000004768372,0.8307254910469055,0.20319145917892456
12,0.0002500000118743628,4055,0.6033653616905212,0.2316514551639557,,,
13,,4367,,,0.7124000191688538,0.8256251215934753,0.19544513523578644
13,0.0002500000118743628,4367,0.6138821840286255,0.22919894754886627,,,
14,,4679,,,0.6980000138282776,0.8429158329963684,0.19180253148078918
14,0.0002500000118743628,4679,0.6000601053237915,0.23517566919326782,,,
15,,4991,,,0.6935999989509583,0.8276134729385376,0.1936895102262497
15,0.0002500000118743628,4991,0.5970553159713745,0.2344779670238495,,,
16,,5303,,,0.6759999990463257,0.8008884191513062,0.2121175229549408
16,0.0002500000118743628,5303,0.6064703464508057,0.23366466164588928,,,
17,,5615,,,0.6980000138282776,0.849646806716919,0.19020691514015198
17,0.0002500000118743628,5615,0.6077724099159241,0.23309257626533508,,,
18,,5927,,,0.6863999962806702,0.8192955255508423,0.20245899260044098
18,0.0002500000118743628,5927,0.5998597741127014,0.231749027967453,,,
19,,6239,,,0.6732000112533569,0.8500491380691528,0.19676974415779114
19,0.0002500000118743628,6239,0.6064703464508057,0.23246119916439056,,,
20,,6551,,,0.6832000017166138,0.8392136096954346,0.1951872557401657
20,0.0002500000118743628,6551,0.5853365659713745,0.23943348228931427,,,
21,,6863,,,0.6715999841690063,0.8409881591796875,0.19835156202316284
21,0.0002500000118743628,6863,0.5910456776618958,0.2382861226797104,,,
22,,7175,,,0.7835999727249146,0.8821052312850952,0.16469448804855347
22,0.0001250000059371814,7175,0.6503405570983887,0.21367083489894867,,,
23,,7487,,,0.782800018787384,0.8769844770431519,0.16615545749664307
23,0.0001250000059371814,7487,0.6698718070983887,0.20827151834964752,,,
24,,7799,,,0.741599977016449,0.8673775792121887,0.17374595999717712
24,0.0001250000059371814,7799,0.6804887652397156,0.20292510092258453,,,
25,,8111,,,0.7347999811172485,0.8652732968330383,0.1785612255334854
25,0.0001250000059371814,8111,0.6785857081413269,0.20154157280921936,,,
26,,8423,,,0.775600016117096,0.8721714019775391,0.16613082587718964
26,0.0001250000059371814,8423,0.6759815812110901,0.2021331936120987,,,
27,,8735,,,0.8116000294685364,0.9042683839797974,0.15035484731197357
27,6.25000029685907e-05,8735,0.7153445482254028,0.19174914062023163,,,
28,,9047,,,0.8276000022888184,0.9207724928855896,0.14399413764476776
28,6.25000029685907e-05,9047,0.7241586446762085,0.18608175218105316,,,
29,,9359,,,0.8176000118255615,0.9100476503372192,0.14777517318725586
29,6.25000029685907e-05,9359,0.7222555875778198,0.18556350469589233,,,
