epoch,lr,step,train_acc,train_loss,val_acc,val_auc,val_loss
0,,311,,,0.4887999892234802,0.6769701242446899,0.9276921153068542
0,0.0010000000474974513,311,0.4995993673801422,5.0618062019348145,,,
1,,623,,,0.5339999794960022,0.731344997882843,0.2722182869911194
1,0.0010000000474974513,623,0.4975961446762085,0.5226796269416809,,,
2,,935,,,0.5916000008583069,0.7457943558692932,0.23996499180793762
2,0.0010000000474974513,935,0.5158253312110901,0.29268699884414673,,,
3,,1247,,,0.5436000227928162,0.7177426815032959,0.2822805643081665
3,0.0010000000474974513,1247,0.5134214758872986,0.2934020161628723,,,
4,,1559,,,0.5640000104904175,0.7077561616897583,0.27480703592300415
4,0.0010000000474974513,1559,0.5123196840286255,0.3152368664741516,,,
5,,1871,,,0.5483999848365784,0.7228230237960815,0.2940104901790619
5,0.0010000000474974513,1871,0.5124198794364929,0.34230148792266846,,,
6,,2183,,,0.5199999809265137,0.6890907883644104,0.35298842191696167
6,0.0010000000474974513,2183,0.5120192170143127,0.36607828736305237,,,
7,,2495,,,0.6240000128746033,0.7420653700828552,0.23032625019550323
7,0.0005000000237487257,2495,0.5434695482254028,0.272135466337204,,,
8,,2807,,,0.6079999804496765,0.7222340703010559,0.23853828012943268
8,0.0005000000237487257,2807,0.5384615659713745,0.2696586549282074,,,
9,,3119,,,0.6060000061988831,0.7108930349349976,0.23878642916679382
9,0.0005000000237487257,3119,0.5337539911270142,0.2772069573402405,,,
10,,3431,,,0.6140000224113464,0.7279137372970581,0.23482461273670197
10,0.0005000000237487257,3431,0.5329527258872986,0.27914512157440186,,,
11,,3743,,,0.6039999723434448,0.714328944683075,0.24609020352363586
11,0.0005000000237487257,3743,0.5339543223381042,0.2825440764427185,,,
12,,4055,,,0.6895999908447266,0.7893244028091431,0.20164038240909576
12,0.0002500000118743628,4055,0.5680088400840759,0.2452688217163086,,,
13,,4367,,,0.6919999718666077,0.7822288274765015,0.2025490254163742
13,0.0002500000118743628,4367,0.5858373641967773,0.23820312321186066,,,
14,,4679,,,0.6624000072479248,0.7568551898002625,0.215188130736351
14,0.0002500000118743628,4679,0.5973557829856873,0.2341029793024063,,,
15,,4991,,,0.6764000058174133,0.7708438634872437,0.20483613014221191
15,0.0002500000118743628,4991,0.5919471383094788,0.23756660521030426,,,
16,,5303,,,0.6416000127792358,0.764897882938385,0.21298848092556
16,0.0002500000118743628,5303,0.581129789352417,0.23956505954265594,,,
17,,5615,,,0.7324000000953674,0.8243209719657898,0.1842872053384781
17,0.0001250000059371814,5615,0.6434294581413269,0.21844543516635895,,,
18,,5927,,,0.7519999742507935,0.8396438360214233,0.1794496774673462
18,0.0001250000059371814,5927,0.6539463400840759,0.21416649222373962,,,
19,,6239,,,0.7387999892234802,0.8363654017448425,0.18056103587150574
19,0.0001250000059371814,6239,0.6682692170143127,0.2096625119447708,,,
20,,6551,,,0.7427999973297119,0.8358729481697083,0.1804647147655487
20,0.0001250000059371814,6551,0.6566506624221802,0.21316538751125336,,,
21,,6863,,,0.7120000123977661,0.8094277381896973,0.18961776793003082
21,0.0001250000059371814,6863,0.6589543223381042,0.21102569997310638,,,
22,,7175,,,0.7504000067710876,0.8361852765083313,0.18054400384426117
22,0.0001250000059371814,7175,0.6561498641967773,0.21161600947380066,,,
23,,7487,,,0.7408000230789185,0.8368112444877625,0.1768493950366974
23,6.25000029685907e-05,7487,0.6813902258872986,0.20395416021347046,,,
24,,7799,,,0.7527999877929688,0.8425472378730774,0.17247331142425537
24,6.25000029685907e-05,7799,0.7008213400840759,0.19940179586410522,,,
25,,8111,,,0.7839999794960022,0.8625497817993164,0.1684684306383133
25,6.25000029685907e-05,8111,0.7008213400840759,0.19811664521694183,,,
26,,8423,,,0.765999972820282,0.8542590141296387,0.1681929975748062
26,6.25000029685907e-05,8423,0.7013221383094788,0.19694499671459198,,,
27,,8735,,,0.774399995803833,0.8662238717079163,0.16768591105937958
27,6.25000029685907e-05,8735,0.6941105723381042,0.19816188514232635,,,
28,,9047,,,0.7764000296592712,0.8586127758026123,0.16735132038593292
28,6.25000029685907e-05,9047,0.7005208134651184,0.19666199386119843,,,
29,,9359,,,0.7540000081062317,0.844089925289154,0.17147065699100494
29,6.25000029685907e-05,9359,0.6942107081413269,0.1976727992296219,,,
30,,9671,,,0.77920001745224,0.856469988822937,0.16556228697299957
30,6.25000029685907e-05,9671,0.7062299847602844,0.19781586527824402,,,
31,,9983,,,0.7896000146865845,0.873450517654419,0.16257169842720032
31,6.25000029685907e-05,9983,0.6988180875778198,0.19748719036579132,,,
32,,10295,,,0.7803999781608582,0.8650783896446228,0.16543075442314148
32,6.25000029685907e-05,10295,0.7143429517745972,0.19406358897686005,,,
33,,10607,,,0.7752000093460083,0.8685201406478882,0.1629379689693451
33,6.25000029685907e-05,10607,0.7032251358032227,0.1950472891330719,,,
34,,10919,,,0.7588000297546387,0.8441427946090698,0.17247198522090912
34,6.25000029685907e-05,10919,0.69921875,0.19720348715782166,,,
35,,11231,,,0.7703999876976013,0.8581777215003967,0.1693495362997055
35,6.25000029685907e-05,11231,0.7034254670143127,0.19666899740695953,,,
36,,11543,,,0.7712000012397766,0.8600239753723145,0.16782164573669434
36,3.125000148429535e-05,11543,0.7119390964508057,0.1930793821811676,,,
